property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type
flat,ats tourmaline,sector 109,2.95,9365.0,4.0,5.0,3,10  ,relativelt new,2851.0,0.0,1.0,0.0,0.0,0.0,2.0
flat,ats tourmaline,sector 109,2.25,8704.0,3.0,4.0,3,14  ,relativelt new,2339.0,0.0,1.0,0.0,0.0,0.0,2.0
flat,ats tourmaline,sector 109,1.4,8000.0,3.0,3.0,3,9  ,relativelt new,1584.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,sbtl caladium,sector 109,1.26,6542.0,3.0,2.0,3,8  ,relativelt new,1701.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,tulip violet,sector 69,1.7,8623.0,4.0,4.0,1,12  ,relativelt new,1783.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,tulip violet,sector 69,1.43,9039.0,3.0,3.0,2,1  ,relativelt new,1428.0,0.0,0.0,0.0,1.0,0.0,2.0
flat,tulip violet,sector 69,1.3,8283.0,3.0,3.0,1,12  ,relativelt new,1419.0,0.0,0.0,0.0,1.0,0.0,2.0
flat,tulip violet,sector 69,1.32,8411.0,3.0,3.0,1,12  ,relativelt new,1419.0,0.0,0.0,0.0,1.0,0.0,2.0
flat,tulip violet,sector 69,2.0,9950.0,4.0,4.0,2,0,relativelt new,1819.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,tulip violet,sector 69,1.43,8886.0,3.0,3.0,2,1  ,relativelt new,1455.0,0.0,0.0,0.0,1.0,0.0,2.0
flat,dlf the ultima,sector 81,3.46,12047.0,4.0,4.0,3,10  ,new Property,2599.0,0.0,1.0,0.0,0.0,0.0,1.0
flat,dlf the ultima,sector 81,2.25,10553.0,3.0,3.0,3,6  ,new Property,1929.0,0.0,1.0,0.0,0.0,0.0,1.0
flat,ats kocoon,sector 109,1.7,9742.0,3.0,3.0,3,21  ,moderately old,1550.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,sbtl caladium,sector 109,1.8,7072.0,3.0,3.0,3,10  ,relativelt new,2000.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,sbtl caladium,sector 109,1.35,7180.0,3.0,2.0,3,12  ,relativelt new,1477.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,m3m golfestate,sector 65,5.4,18126.0,3.0,4.0,3,19  ,moderately old,2696.0,1.0,1.0,0.0,0.0,0.0,0.0
flat,shree arihant apartment,sector 54,1.55,7380.0,3.0,3.0,3,3  ,moderately old,2000.0,0.0,0.0,0.0,1.0,1.0,0.0
flat,m3m skywalk,sector 74,1.6,9512.0,2.0,2.0,2,26  ,relativelt new,1508.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,the lions cghs,sector 56,2.09,8708.0,4.0,4.0,3,7  ,relativelt new,2300.0,0.0,0.0,0.0,0.0,1.0,0.0
flat,sunischit apartments,sector 54,1.75,7954.0,3.0,3.0,3,6  ,moderately old,2100.0,0.0,1.0,0.0,0.0,0.0,0.0
flat,emaar palm gardens,sector 83,1.38,8023.0,3.0,3.0,3,5  ,relativelt new,1350.0,0.0,1.0,0.0,0.0,0.0,0.0
flat,emaar mgf emerald floors premier,sector 65,2.25,13636.0,3.0,3.0,3,3  ,relativelt new,1600.0,1.0,1.0,0.0,0.0,0.0,0.0
flat,dlf the ultima,sector 81,2.4,11412.0,3.0,4.0,3,19  ,relativelt new,1903.0,0.0,1.0,0.0,0.0,0.0,1.0
flat,emaar palm gardens,sector 83,1.72,9052.0,3.0,3.0,3,4  ,relativelt new,1600.0,0.0,1.0,0.0,0.0,0.0,0.0
flat,umang monsoon breeze,sector 78,0.88,4746.0,3.0,4.0,3,8  ,moderately old,1668.0,0.0,1.0,0.0,1.0,0.0,2.0
flat,emaar palm gardens,sector 83,3.15,8400.0,5.0,7.0,3,15  ,relativelt new,3200.0,0.0,1.0,0.0,0.0,0.0,0.0
flat,bptp terra,sector 37d,1.72,9497.0,3.0,3.0,3,9  ,relativelt new,1373.0,1.0,0.0,0.0,0.0,0.0,0.0
flat,m3m skywalk,sector 74,1.47,10954.0,2.0,2.0,3,26  ,new Property,1281.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,chd avenue,sector 71,1.1,6104.0,3.0,4.0,3,3  ,moderately old,1631.0,0.0,1.0,0.0,0.0,0.0,2.0
flat,chd avenue,sector 71,1.32,6019.0,4.0,4.0,3,14  ,moderately old,1985.0,0.0,1.0,0.0,0.0,0.0,2.0
flat,chd avenue,sector 71,1.3,5531.0,4.0,4.0,3,5  ,moderately old,2127.0,0.0,1.0,0.0,0.0,0.0,2.0
flat,chd avenue,sector 71,1.35,5744.0,4.0,4.0,3,8  ,moderately old,2127.0,0.0,1.0,0.0,0.0,0.0,2.0
flat,bptp mansions park prime,sector 66,3.0,10853.0,4.0,4.0,3,3  ,relativelt new,2700.0,1.0,1.0,0.0,1.0,1.0,0.0
flat,dlf the skycourt,sector 86,1.6,8294.0,3.0,3.0,3,9  ,relativelt new,1548.0,0.0,0.0,0.0,0.0,1.0,0.0
flat,bestech park view city,sector 49,3.0,12589.0,4.0,4.0,3,5  ,moderately old,2200.0,0.0,1.0,0.0,1.0,0.0,0.0
flat,hsiidc sidco aravali,sector 1 imt manesar,0.9,3477.0,3.0,3.0,3,8  ,moderately old,1900.0,0.0,1.0,0.0,0.0,0.0,2.0
flat,sunischit apartments,sector 54,1.75,7954.0,3.0,4.0,3,5  ,moderately old,1900.0,0.0,1.0,0.0,0.0,0.0,0.0
flat,shapoorji pallonji joyville gurugram,sector 102,2.0,10799.0,3.0,3.0,3,9  ,relativelt new,1676.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,shapoorji pallonji joyville gurugram,sector 102,1.8,10638.0,3.0,3.0,3,5  ,relativelt new,1531.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,ats kocoon,sector 109,1.6,9169.0,3.0,3.0,3,10  ,relativelt new,1550.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,mahindra aura,sector 110 a,1.4,9655.0,3.0,3.0,3,10  ,relativelt new,1550.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,mahindra aura,sector 110 a,1.8,8814.0,3.0,3.0,3,7  ,relativelt new,1850.0,0.0,1.0,0.0,0.0,0.0,0.0
flat,bestech park view spa next,sector 67,2.7,11489.0,4.0,4.0,3,9  ,moderately old,2127.0,0.0,1.0,0.0,1.0,0.0,0.0
flat,dlf the skycourt,sector 86,1.55,8031.0,3.0,3.0,3,5  ,relativelt new,1900.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,mapsko royale ville,sector 82,1.15,6424.0,3.0,4.0,2,15  ,relativelt new,1620.0,0.0,1.0,0.0,1.0,0.0,0.0
flat,emaar gurgaon greens,sector 102,1.49,9030.0,3.0,3.0,3,10  ,relativelt new,1315.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,emaar imperial gardens,sector 102,1.91,9550.0,3.0,4.0,2,17  ,relativelt new,1587.0,1.0,1.0,0.0,0.0,0.0,0.0
flat,vatika city homes,sector 83,1.05,8571.0,3.0,3.0,3,8  ,moderately old,1468.0,0.0,0.0,0.0,1.0,0.0,0.0
flat,indiabulls centrum park,sector 103,2.14,7443.0,4.0,6.0,3,7  ,relativelt new,2718.0,0.0,1.0,0.0,0.0,0.0,2.0
flat,bestech park view residency,palam vihar,1.02,7208.0,2.0,2.0,3,11  ,moderately old,1281.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,bestech park view residency,palam vihar,0.56,8553.0,1.0,1.0,2,7  ,moderately old,722.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,ireo skyon,sector 60,2.5,16129.0,2.0,3.0,2,4  ,relativelt new,1403.0,1.0,0.0,0.0,0.0,0.0,2.0
flat,pioneer park,sector 61,2.0,11764.0,3.0,3.0,3,24  ,moderately old,1538.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,dhoot time residency,sector 63,2.2,12813.0,3.0,4.0,3,8  ,moderately old,1554.0,1.0,0.0,0.0,0.0,0.0,0.0
flat,experion the heartsong,sector 108,1.65,8237.0,3.0,4.0,3,3  ,moderately old,1771.32,1.0,0.0,0.0,0.0,0.0,0.0
flat,aipl the peaceful homes,sector 70a,1.6,9584.0,2.0,2.0,2,22  ,moderately old,1416.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,vatika the seven lamps,sector 82,0.85,6538.0,2.0,2.0,2,0,relativelt new,1176.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,emaar gurgaon greens,sector 102,1.4,8484.0,3.0,3.0,3,3  ,relativelt new,1315.0,0.0,1.0,0.0,0.0,0.0,2.0
flat,dlf wellington estate,dlf phase 5,2.09,14615.0,3.0,3.0,2,11  ,old property,1294.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,orchid petals,sector 49,2.51,12178.0,3.0,3.0,3,7  ,old property,2061.0,1.0,0.0,0.0,0.0,0.0,0.0
flat,sunischit apartments,sector 54,1.69,7954.0,3.0,3.0,3,5  ,old property,1991.0,0.0,1.0,0.0,0.0,0.0,0.0
flat,bestech park view residency,palam vihar,0.98,6932.0,2.0,2.0,3,11  ,moderately old,1281.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,experion the heartsong,sector 108,2.0,7196.0,4.0,4.0,3,10  ,relativelt new,2500.0,0.0,1.0,0.0,1.0,0.0,0.0
flat,orchid petals,sector 49,1.95,9972.0,3.0,3.0,3,2  ,old property,1633.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,dlf carlton estate,dlf phase 5,2.1,15418.0,3.0,3.0,1,2  ,old property,1233.0,0.0,0.0,1.0,0.0,0.0,0.0
flat,kiran residency,sector 56,1.55,7750.0,3.0,3.0,3,5  ,old property,1810.0,0.0,1.0,0.0,0.0,0.0,0.0
flat,vatika city,sector 49,1.98,9074.0,3.0,4.0,3,9  ,moderately old,1750.75,0.0,1.0,0.0,0.0,0.0,0.0
flat,the lions cghs,sector 56,2.05,8541.0,4.0,4.0,3,8  ,moderately old,2667.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,pgr shree kripaluji apartment,sector 52,1.4,6086.0,3.0,3.0,3,8  ,relativelt new,2556.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,ats tourmaline,sector 109,1.4,8000.0,3.0,3.0,3,8  ,relativelt new,1466.0,0.0,0.0,1.0,0.0,0.0,2.0
flat,indiabulls centrum park,sector 103,2.36,9182.0,4.0,6.0,3,8  ,relativelt new,2729.0,0.0,1.0,0.0,0.0,0.0,0.0
flat,ats kocoon,sector 109,1.65,10645.0,3.0,3.0,3,19  ,relativelt new,1650.0,0.0,0.0,1.0,0.0,0.0,0.0
flat,puri diplomatic greens,sector 111,2.65,13589.0,3.0,4.0,2,7  ,relativelt new,2086.0,0.0,1.0,0.0,0.0,0.0,0.0
flat,ats triumph,sector 104,2.63,9563.0,4.0,4.0,3,21  ,relativelt new,2953.0,0.0,1.0,0.0,0.0,0.0,0.0
flat,puri emerald bay,sector 104,2.25,10465.0,3.0,4.0,3,4  ,relativelt new,2303.0,0.0,1.0,0.0,0.0,0.0,0.0
flat,ats triumph,sector 104,2.55,13076.0,4.0,4.0,3,21  ,relativelt new,2509.0,0.0,1.0,0.0,0.0,0.0,2.0
flat,indiabulls centrum park,sector 103,1.15,7765.0,2.0,2.0,3,8  ,relativelt new,1250.0,1.0,0.0,0.0,0.0,0.0,0.0
flat,sagar apartment,sector 56,1.45,7250.0,3.0,3.0,3,7  ,old property,1900.0,1.0,1.0,0.0,1.0,1.0,2.0
flat,ats triumph,sector 104,2.6,8813.0,4.0,4.0,3,16  ,relativelt new,3064.0,0.0,1.0,0.0,0.0,0.0,0.0
flat,emaar gurgaon greens,sector 102,1.55,9393.0,3.0,4.0,3,7  ,relativelt new,1315.0,0.0,1.0,0.0,0.0,0.0,0.0
flat,paras irene,sector 70a,1.2,8450.0,2.0,2.0,3,6  ,moderately old,1285.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,shree vardhman victoria,sector 70,1.55,7948.0,3.0,3.0,3,6  ,relativelt new,1527.0,1.0,1.0,0.0,1.0,1.0,2.0
flat,shree vardhman victoria,sector 70,1.65,8461.0,3.0,4.0,3,5  ,relativelt new,1527.0,0.0,1.0,0.0,0.0,1.0,0.0
flat,ss the leaf,sector 85,1.05,6402.0,2.0,2.0,3,6  ,relativelt new,1484.0,0.0,0.0,0.0,0.0,1.0,2.0
flat,dlf regal gardens,sector 90,1.29,9020.0,3.0,3.0,3,7  ,relativelt new,1540.0,1.0,0.0,0.0,0.0,0.0,2.0
flat,pyramid urban,sector 67a,0.56,7928.0,2.0,2.0,2,0,relativelt new,778.0,0.0,0.0,0.0,0.0,1.0,2.0
flat,dlf regal gardens,sector 90,1.26,7636.0,3.0,3.0,2,12  ,relativelt new,1650.0,0.0,0.0,0.0,0.0,1.0,2.0
flat,ss the leaf,sector 85,1.91,5026.0,4.0,6.0,3,6  ,relativelt new,3890.0,0.0,1.0,0.0,0.0,0.0,2.0
flat,ss the leaf,sector 85,2.2,5641.0,4.0,6.0,3,10  ,relativelt new,3920.0,0.0,1.0,0.0,0.0,0.0,2.0
flat,ss the leaf,sector 85,1.98,8256.0,3.0,4.0,3,12  ,relativelt new,2399.0,0.0,0.0,1.0,0.0,0.0,2.0
flat,ss the leaf,sector 85,1.11,6851.0,2.0,2.0,3,8  ,relativelt new,1630.0,0.0,0.0,1.0,0.0,0.0,2.0
flat,dlf the ultima,sector 81,2.25,10755.0,3.0,4.0,3,11  ,relativelt new,2090.0,0.0,1.0,0.0,0.0,0.0,1.0
flat,ss the coralwood,sector 84,1.05,6774.0,3.0,3.0,3,6  ,relativelt new,1610.0,0.0,0.0,0.0,0.0,1.0,2.0
flat,dlf the primus,sector 82a,2.6,11438.0,4.0,4.0,3,2  ,relativelt new,2273.0,0.0,0.0,0.0,0.0,1.0,2.0
flat,ss the leaf,sector 85,1.04,8320.0,2.0,2.0,3,17  ,new Property,1550.0,0.0,0.0,0.0,0.0,1.0,2.0
flat,dlf regal gardens,sector 90,1.25,7167.0,3.0,3.0,2,11  ,relativelt new,1578.0,0.0,0.0,0.0,0.0,1.0,2.0
flat,experion windchants,sector 112,3.4,12134.0,3.0,3.0,2,14  ,relativelt new,2225.56,0.0,0.0,0.0,0.0,0.0,0.0
flat,dlf regal gardens,sector 90,1.25,7339.0,3.0,3.0,3,28  ,moderately old,1541.0,0.0,1.0,0.0,0.0,0.0,2.0
flat,pyramid urban homes 2,sector 86,0.41,8283.0,2.0,2.0,1,7  ,new Property,557.0,1.0,1.0,0.0,1.0,1.0,2.0
flat,vatika gurgaon,sector 83,0.75,6024.0,2.0,2.0,2,19  ,relativelt new,1150.0,0.0,0.0,0.0,0.0,1.0,0.0
flat,dlf regal gardens,sector 90,1.7,7223.0,4.0,4.0,3,15  ,moderately old,2005.0,0.0,1.0,0.0,0.0,0.0,2.0
flat,tarc maceo,sector 91,0.87,6641.0,2.0,2.0,2,9  ,relativelt new,1148.0,0.0,0.0,1.0,0.0,0.0,2.0
flat,dlf regal gardens,sector 90,1.25,10416.0,3.0,3.0,3,18  ,moderately old,1437.0,0.0,1.0,0.0,0.0,0.0,2.0
flat,dlf the ultima,sector 81,2.35,11233.0,3.0,4.0,3,18  ,relativelt new,1558.0,0.0,1.0,0.0,0.0,0.0,2.0
flat,ats triumph,sector 104,1.73,7554.0,3.0,4.0,3,15  ,relativelt new,2072.0,0.0,1.0,0.0,0.0,0.0,2.0
flat,paras dews,sector 106,0.97,8818.0,2.0,2.0,3,6  ,new Property,1200.0,0.0,0.0,0.0,1.0,0.0,0.0
flat,paras dews,sector 106,1.35,7297.0,4.0,4.0,3,18  ,relativelt new,2100.0,0.0,1.0,0.0,1.0,0.0,0.0
flat,pareena coban residences,sector 99a,1.32,6609.0,3.0,5.0,3,11  ,new Property,1737.0,0.0,1.0,0.0,0.0,0.0,2.0
flat,eldeco accolade,sohna,0.71,5607.0,2.0,2.0,3,10  ,relativelt new,1154.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,eldeco accolade,sohna,0.78,5422.0,2.0,2.0,2,7  ,relativelt new,1319.0,1.0,0.0,0.0,0.0,0.0,0.0
flat,m3m golfestate,sector 65,5.5,16959.0,3.0,4.0,3,3  ,relativelt new,2803.0,0.0,1.0,0.0,0.0,0.0,2.0
flat,dlf the ultima,sector 81,2.3,14375.0,3.0,4.0,3,18  ,relativelt new,1854.0,0.0,1.0,0.0,0.0,0.0,0.0
flat,sidhartha ncr one phase,sector 95,0.43,3152.0,2.0,2.0,2,6  ,relativelt new,1300.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,m3m woodshire,sector 107,0.98,6421.0,2.0,2.0,3,7  ,relativelt new,1281.0,1.0,0.0,0.0,0.0,0.0,0.0
flat,m3m woodshire,sector 107,0.8,5856.0,2.0,2.0,3,6  ,relativelt new,1204.0,0.0,0.0,0.0,1.0,0.0,0.0
flat,ats triumph,sector 104,2.65,8412.0,4.0,4.0,3,10  ,relativelt new,2851.0,0.0,1.0,0.0,0.0,0.0,2.0
flat,dlf exclusive floors,dlf phase 5,2.35,14242.0,3.0,3.0,2,1  ,old property,1527.0,0.0,0.0,1.0,0.0,0.0,0.0
flat,m3m woodshire,sector 107,1.29,8835.0,3.0,3.0,3,1  ,relativelt new,1690.0,0.0,0.0,0.0,1.0,0.0,0.0
flat,ats triumph,sector 104,1.83,7991.0,3.0,4.0,3,10  ,relativelt new,2000.0,0.0,1.0,0.0,0.0,0.0,2.0
flat,m3m woodshire,sector 107,1.39,5887.0,3.0,4.0,3,6  ,relativelt new,2057.0,0.0,1.0,0.0,1.0,0.0,0.0
flat,vatika gurgaon,sector 83,1.12,6455.0,3.0,3.0,2,4  ,relativelt new,1200.0,1.0,1.0,1.0,1.0,0.0,0.0
flat,raheja vedaanta,sector 108,0.65,4761.0,2.0,2.0,2,5  ,relativelt new,1235.0,0.0,0.0,0.0,1.0,0.0,0.0
flat,tarc maceo,sector 91,1.5,6465.0,3.0,4.0,3,3  ,relativelt new,1786.0,1.0,1.0,0.0,0.0,0.0,2.0
flat,tarc maceo,sector 91,1.9,6975.0,4.0,4.0,3,9  ,relativelt new,2465.0,0.0,1.0,0.0,0.0,0.0,2.0
flat,the close north,nirvana country,2.35,11227.0,3.0,3.0,3,8  ,moderately old,2000.0,0.0,0.0,1.0,0.0,0.0,0.0
flat,ansal api celebrity suites,sector 2,0.6,8163.0,1.0,1.0,1,5  ,moderately old,665.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,dlf ridgewood estate,dlf phase 4,2.0,14598.0,3.0,3.0,1,12  ,old property,1240.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,m3m skywalk,sector 74,1.57,11000.0,2.0,2.0,3,10  ,relativelt new,1300.0,0.0,0.0,0.0,0.0,1.0,2.0
flat,corona optus,sector 37c,1.44,7250.0,3.0,3.0,3,8  ,new Property,2211.0,0.0,1.0,0.0,0.0,0.0,2.0
flat,corona optus,sector 37c,1.26,7250.0,3.0,3.0,3,4  ,new Property,1400.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,m3m sierra 68,sector 68,1.05,8536.0,2.0,2.0,2,11  ,new Property,1200.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,parsvnath exotica,sector 53,6.44,19000.0,4.0,4.0,3,7  ,moderately old,3068.0,0.0,1.0,0.0,0.0,0.0,0.0
flat,pioneer araya,sector 62,7.56,18000.0,4.0,4.0,3,23  ,relativelt new,4200.0,0.0,1.0,0.0,1.0,0.0,0.0
flat,dlf trinity towers,dlf phase 5,3.8,15510.0,3.0,3.0,3,1  ,moderately old,2450.0,0.0,1.0,0.0,1.0,0.0,0.0
flat,dlf park place,sector 54,6.75,24963.0,4.0,4.0,2,8  ,moderately old,2076.0,0.0,1.0,0.0,0.0,0.0,1.0
flat,shree vardhman flora,sector 90,0.65,4961.0,2.0,2.0,3,11  ,relativelt new,1225.0,1.0,0.0,0.0,0.0,0.0,0.0
flat,ats tourmaline,sector 109,1.75,8139.0,3.0,4.0,3,7  ,relativelt new,1797.0,0.0,1.0,0.0,0.0,0.0,2.0
flat,kiran residency,sector 56,1.54,8324.0,3.0,4.0,3,5  ,old property,1900.0,0.0,1.0,0.0,0.0,0.0,0.0
flat,emaar gurgaon greens,sector 102,1.4,8484.0,3.0,3.0,3,4  ,relativelt new,1493.0,0.0,1.0,0.0,0.0,0.0,0.0
flat,shapoorji pallonji joyville gurugram,sector 102,0.97,10601.0,2.0,2.0,2,12  ,relativelt new,828.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,shapoorji pallonji joyville gurugram,sector 102,1.35,9933.0,2.0,2.0,2,9  ,relativelt new,1230.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,conscient heritage max,sector 102,1.75,9011.0,3.0,4.0,3,13  ,relativelt new,1757.0,0.0,1.0,0.0,0.0,0.0,0.0
flat,indiabulls centrum park,sector 103,2.2,7652.0,4.0,6.0,3,4  ,relativelt new,2602.0,0.0,1.0,0.0,0.0,0.0,0.0
flat,sobha city,sector 108,2.45,14040.0,3.0,3.0,3,15  ,relativelt new,1460.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,paras dews,sector 106,1.5,6369.0,4.0,6.0,3,11  ,relativelt new,1535.0,0.0,1.0,0.0,0.0,0.0,2.0
flat,la vida by tata housing,sector 113,2.4,10825.0,3.0,4.0,3,5  ,relativelt new,1940.0,0.0,1.0,0.0,0.0,0.0,2.0
flat,la vida by tata housing,sector 113,2.45,11050.0,3.0,3.0,3,3  ,relativelt new,1890.0,1.0,0.0,0.0,0.0,0.0,2.0
flat,la vida by tata housing,sector 113,3.0,14285.0,3.0,3.0,3,3  ,relativelt new,2460.0,0.0,1.0,0.0,0.0,0.0,2.0
flat,la vida by tata housing,sector 113,1.65,10449.0,3.0,2.0,2,3  ,relativelt new,1420.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,paras dews,sector 106,0.88,6353.0,2.0,2.0,3,3  ,relativelt new,1120.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,paras dews,sector 106,0.88,6353.0,2.0,2.0,3,1  ,relativelt new,940.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,paras dews,sector 106,1.28,7272.0,3.0,4.0,3,24  ,relativelt new,1186.0,0.0,1.0,0.0,0.0,0.0,2.0
flat,paras dews,sector 106,1.34,9550.0,4.0,5.0,3,7  ,relativelt new,1535.0,0.0,1.0,0.0,0.0,0.0,2.0
flat,paras dews,sector 106,1.32,5605.0,4.0,5.0,3,11  ,relativelt new,1535.0,0.0,1.0,0.0,0.0,0.0,2.0
flat,paras dews,sector 106,1.13,6406.0,3.0,4.0,3,18  ,relativelt new,1186.0,1.0,1.0,0.0,0.0,0.0,2.0
flat,pareena coban residences,sector 99a,1.38,7150.0,4.0,5.0,3,1  ,relativelt new,2150.0,0.0,1.0,0.0,0.0,1.0,2.0
flat,pareena coban residences,sector 99a,1.16,5808.0,3.0,3.0,3,3  ,relativelt new,1790.0,0.0,1.0,0.0,0.0,1.0,2.0
flat,la vida by tata housing,sector 113,2.33,12533.0,3.0,3.0,3,3  ,new Property,2098.0,0.0,1.0,0.0,0.0,0.0,2.0
flat,la vida by tata housing,sector 113,3.05,11338.0,3.0,4.0,3,15  ,new Property,2600.0,0.0,1.0,0.0,0.0,0.0,2.0
flat,vatika lifestyle homes,sector 83,1.25,6839.0,3.0,2.0,1,6  ,relativelt new,1654.0,1.0,1.0,1.0,1.0,0.0,1.0
flat,mapsko mount ville,sector 79,1.25,7716.0,3.0,3.0,2,1  ,relativelt new,1212.0,1.0,0.0,0.0,1.0,0.0,0.0
flat,vatika lifestyle homes,sector 83,1.05,5982.0,3.0,3.0,2,14  ,relativelt new,1588.0,1.0,1.0,1.0,1.0,0.0,0.0
flat,mapsko mount ville,sector 79,1.25,8389.0,3.0,3.0,3,22  ,relativelt new,1154.0,1.0,0.0,0.0,1.0,0.0,2.0
flat,mapsko mount ville,sector 79,1.1,12732.0,3.0,3.0,3,22  ,relativelt new,1154.0,1.0,0.0,0.0,1.0,0.0,0.0
flat,emaar palm gardens,sector 83,1.3,11868.0,3.0,3.0,3,16  ,relativelt new,1387.0,0.0,1.0,0.0,0.0,0.0,0.0
flat,alpha corp gurgaonone,sector 84,2.28,8769.0,4.0,4.0,3,8  ,relativelt new,2998.0,0.0,1.0,0.0,0.0,0.0,2.0
flat,ss the leaf,sector 85,1.2,12371.0,2.0,2.0,2,4  ,relativelt new,1190.0,0.0,1.0,1.0,0.0,0.0,2.0
flat,ss the leaf,sector 85,1.22,13318.0,2.0,2.0,3,16  ,relativelt new,1300.0,0.0,0.0,1.0,0.0,0.0,2.0
flat,ss the leaf,sector 85,1.1,12471.0,2.0,2.0,3,12  ,relativelt new,1173.0,1.0,0.0,0.0,0.0,0.0,2.0
flat,ss the leaf,sector 85,1.15,11966.0,2.0,2.0,3,20  ,relativelt new,1263.0,0.0,0.0,0.0,1.0,0.0,2.0
flat,mapsko mount ville,sector 79,1.2,13837.0,3.0,3.0,3,18  ,relativelt new,1165.0,1.0,0.0,0.0,1.0,0.0,0.0
flat,emaar palm gardens,sector 83,1.4,8139.0,3.0,3.0,3,2  ,relativelt new,1387.0,1.0,1.0,1.0,1.0,0.0,0.0
flat,vatika lifestyle homes,sector 83,1.1,6267.0,3.0,3.0,2,8  ,relativelt new,1588.0,1.0,0.0,1.0,1.0,0.0,0.0
flat,vatika city homes,sector 83,1.0,5747.0,3.0,3.0,2,2  ,relativelt new,1575.0,0.0,0.0,1.0,0.0,0.0,0.0
flat,alpha corp gurgaonone,sector 84,1.52,7904.0,3.0,4.0,3,15  ,relativelt new,1703.0,0.0,1.0,0.0,0.0,0.0,2.0
flat,emaar palm gardens,sector 83,1.8,9473.0,3.0,4.0,3,4  ,relativelt new,1551.0,1.0,1.0,1.0,1.0,0.0,0.0
flat,emaar palm gardens,sector 83,1.6,8648.0,3.0,3.0,3,6  ,relativelt new,1674.0,1.0,1.0,1.0,1.0,0.0,0.0
flat,mapsko mount ville,sector 79,1.55,8539.0,3.0,4.0,3,11  ,relativelt new,1416.0,0.0,1.0,0.0,0.0,0.0,0.0
flat,mapsko mount ville,sector 79,1.3,8024.0,3.0,3.0,2,6  ,relativelt new,1215.0,1.0,0.0,0.0,1.0,0.0,2.0
flat,bestech park view grand spa,sector 81,2.25,8458.0,3.0,4.0,3,8  ,relativelt new,2300.0,1.0,1.0,1.0,0.0,0.0,0.0
flat,orchid petals,sector 49,4.79,11628.0,5.0,5.0,3,14  ,relativelt new,3724.0,1.0,1.0,0.0,1.0,0.0,2.0
flat,dlf regal gardens,sector 90,1.25,6459.0,3.0,3.0,3,10  ,relativelt new,1650.0,0.0,0.0,0.0,0.0,1.0,0.0
flat,tarc maceo,sector 91,1.4,7407.0,3.0,3.0,3,7  ,relativelt new,1700.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,godrej oasis,sector 88a,1.38,6679.0,3.0,3.0,3,7  ,relativelt new,2296.0,0.0,1.0,0.0,0.0,0.0,2.0
flat,godrej oasis,sector 88a,1.3,7258.0,3.0,3.0,3,4  ,relativelt new,1990.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,godrej aria,sector 79,1.0,6653.0,2.0,2.0,2,4  ,relativelt new,1300.0,1.0,0.0,0.0,0.0,0.0,2.0
flat,godrej oasis,sector 88a,1.0,6896.0,2.0,2.0,3,7  ,relativelt new,1611.0,1.0,0.0,0.0,0.0,0.0,2.0
flat,godrej oasis,sector 88a,0.95,7268.0,2.0,2.0,2,6  ,relativelt new,1452.0,0.0,0.0,0.0,0.0,0.0,2.0
